,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
1171,MSF0.F,,0.0105,"
2022-06-30    9.508200e+10
2021-06-30    8.865700e+10
2020-06-30    7.231000e+10
2019-06-30    6.942000e+10
Name: Total Current Liabilities, dtype: float64","
2022-06-30    1.665420e+11
2021-06-30    1.419880e+11
2020-06-30    1.183040e+11
2019-06-30    1.023300e+11
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.570919
2021-06-30    0.624398
2020-06-30    0.611222
2019-06-30    0.678393
dtype: float64","
2022-06-30    1.393100e+10
2021-06-30    1.422400e+10
2020-06-30    1.357600e+10
2019-06-30    1.135600e+10
Name: Cash, dtype: float64","
2022-06-30    1.696840e+11
2021-06-30    1.844060e+11
2020-06-30    1.819150e+11
2019-06-30    1.755520e+11
Name: Total Current Assets, dtype: float64"
1172,PUK,2.285539216,0.0184,"
2021-12-31    1.481700e+10
2020-12-31    3.251400e+10
2019-12-31    2.076200e+10
2018-12-31    6.823300e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.708800e+10
2020-12-31    2.087800e+10
2019-12-31    1.947700e+10
2018-12-31    2.196800e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.867100
2020-12-31    1.557333
2019-12-31    1.065975
2018-12-31    3.106018
dtype: float64","
2021-12-31    7.170000e+09
2020-12-31    6.397000e+09
2019-12-31    2.491000e+09
2018-12-31    9.394000e+09
Name: Cash, dtype: float64","
2021-12-31    2.037400e+10
2020-12-31    6.225400e+10
2019-12-31    2.819000e+10
2018-12-31    1.749640e+11
Name: Total Current Assets, dtype: float64"
1173,DLO,2.00913242,,"
2021-12-31    298398000.0
2020-12-31    155143000.0
2019-12-31     54848000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    280319000.0
2020-12-31     45052000.0
2019-12-31     24363000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.064494
2020-12-31    3.443643
2019-12-31    2.251283
dtype: float64","
2021-12-31    336197000.0
2020-12-31    111733000.0
2019-12-31     34765000.0
Name: Cash, dtype: float64","
2021-12-31    529506000.0
2020-12-31    194854000.0
2019-12-31     77216000.0
Name: Total Current Assets, dtype: float64"
1174,BBSI,1.109339408,0.014400001,"
2021-12-31    315396000.0
2020-12-31    290637000.0
2019-12-31    342122000.0
2018-12-31    326738000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    208530000.0
2020-12-31    198235000.0
2019-12-31    171799000.0
2018-12-31    119037000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.512473
2020-12-31    1.466124
2019-12-31    1.991409
2018-12-31    2.744844
dtype: float64","
2021-12-31    69405000.0
2020-12-31    68688000.0
2019-12-31    44570000.0
2018-12-31    35371000.0
Name: Cash, dtype: float64","
2021-12-31    406719000.0
2020-12-31    407875000.0
2019-12-31    423848000.0
2018-12-31    321673000.0
Name: Total Current Assets, dtype: float64"
1175,WSO,1.17601043,0.0337,"
2021-12-31    726722000.0
2020-12-31    487145000.0
2019-12-31    461717000.0
2018-12-31    357566000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.664948e+09
2020-12-31    1.486678e+09
2019-12-31    1.435427e+09
2018-12-31    1.347849e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.436483
2020-12-31    0.327674
2019-12-31    0.321658
2018-12-31    0.265286
dtype: float64","
2021-12-31    118268000.0
2020-12-31    146067000.0
2019-12-31     74454000.0
2018-12-31     82894000.0
Name: Cash, dtype: float64","
2021-12-31    1.961400e+09
2020-12-31    1.484445e+09
2019-12-31    1.546730e+09
2018-12-31    1.441806e+09
Name: Total Current Assets, dtype: float64"
1176,MASS,0.570547417,,"
2021-12-31    14836000.0
2020-12-31    10833000.0
2019-12-31     6054000.0
2018-12-31     4759000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    214604000.0
2020-12-31    139041000.0
2019-12-31    -63168000.0
2018-12-31    -50176000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.069132
2020-12-31    0.077912
2019-12-31   -0.095840
2018-12-31   -0.094846
dtype: float64","
2021-12-31    224073000.0
2020-12-31    159227000.0
2019-12-31     17913000.0
2018-12-31      7072000.0
Name: Cash, dtype: float64","
2021-12-31    252893000.0
2020-12-31    170967000.0
2019-12-31     28580000.0
2018-12-31     17203000.0
Name: Total Current Assets, dtype: float64"
1177,SKFOF,,0.0135,"
2021-12-31    2.088000e+09
2020-12-31    1.825100e+09
2019-12-31    1.813000e+09
2018-12-31    1.406800e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.393800e+09
2020-12-31    3.285800e+09
2019-12-31    3.124100e+09
2018-12-31    1.645700e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.475215
2020-12-31    0.555451
2019-12-31    0.580327
2018-12-31    0.854834
dtype: float64","
2021-12-31    1.175000e+09
2020-12-31    1.318700e+09
2019-12-31    9.951000e+08
2018-12-31    9.140000e+08
Name: Cash, dtype: float64","
2021-12-31    4.165100e+09
2020-12-31    3.634600e+09
2019-12-31    3.469900e+09
2018-12-31    3.176500e+09
Name: Total Current Assets, dtype: float64"
1178,MTX1.F,,,,,,,
1179,DT3.F,1.357234315,,"
2022-01-29    4.176600e+09
2021-01-30    3.730300e+09
2020-02-01    3.546500e+09
2019-02-02    2.095700e+09
Name: Total Current Liabilities, dtype: float64","
2022-01-29    7.718500e+09
2021-01-30    7.285300e+09
2020-02-01    6.254800e+09
2019-02-02    5.642900e+09
Name: Total Stockholder Equity, dtype: float64","
2022-01-29    0.541116
2021-01-30    0.512031
2020-02-01    0.567005
2019-02-02    0.371387
dtype: float64","
2022-01-29    9.849000e+08
2021-01-30    1.416700e+09
2020-02-01    5.392000e+08
2019-02-02    4.221000e+08
Name: Cash, dtype: float64","
2022-01-29    5.609200e+09
2021-01-30    5.050800e+09
2020-02-01    4.269400e+09
2019-02-02    4.293300e+09
Name: Total Current Assets, dtype: float64"
1180,RELI,,,"
2021-12-31    44981252.0
2020-12-31     6884072.0
2019-12-31     4667759.0
2018-12-31     1168501.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -26066129.0
2020-12-31      -96924.0
2019-12-31      608412.0
2018-12-31     -340051.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    -1.725659
2020-12-31   -71.025463
2019-12-31     7.672036
2018-12-31    -3.436252
dtype: float64","
2021-12-31    4136180.0
2020-12-31      45213.0
2019-12-31       6703.0
2018-12-31      12456.0
Name: Cash, dtype: float64","
2021-12-31    7981501.0
2020-12-31    1436036.0
2019-12-31     646956.0
2018-12-31     118525.0
Name: Total Current Assets, dtype: float64"
1181,MWK.F,2.148197597,,"
2021-12-31    2.946355e+09
2020-12-31    2.371248e+09
2019-12-31    2.712583e+09
2018-12-31    3.266239e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    8.421425e+09
2020-12-31    8.534316e+09
2019-12-31    8.119841e+09
2018-12-31    7.433814e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.349864
2020-12-31    0.277849
2019-12-31    0.334068
2018-12-31    0.439376
dtype: float64","
2021-12-31    268895000.0
2020-12-31    768625000.0
2019-12-31    134785000.0
2018-12-31    119050000.0
Name: Cash, dtype: float64","
2021-12-31    5.238357e+09
2020-12-31    5.363654e+09
2019-12-31    4.429457e+09
2018-12-31    4.509296e+09
Name: Total Current Assets, dtype: float64"
1182,MIRM,0.550833606,,"
2021-12-31    42596000.0
2020-12-31    18462000.0
2019-12-31    13076000.0
2018-12-31     2449000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    120212000.0
2020-12-31    172095000.0
2019-12-31    130349000.0
2018-12-31    -17313000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.354341
2020-12-31    0.107278
2019-12-31    0.100315
2018-12-31   -0.141454
dtype: float64","
2021-12-31     31340000.0
2020-12-31    142086000.0
2019-12-31     11970000.0
2018-12-31     51963000.0
Name: Cash, dtype: float64","
2021-12-31    166592000.0
2020-12-31    236350000.0
2019-12-31    119363000.0
2018-12-31     51975000.0
Name: Total Current Assets, dtype: float64"
1183,ET,-4.75,0.085200004,"
2021-12-31    1.083500e+10
2020-12-31    5.923000e+09
2019-12-31    7.724000e+09
2018-12-31    9.310000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.525300e+10
2020-12-31    1.853700e+10
2019-12-31    2.192400e+10
2018-12-31    2.056400e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.429058
2020-12-31    0.319523
2019-12-31    0.352308
2018-12-31    0.452733
dtype: float64","
2021-12-31    336000000.0
2020-12-31    367000000.0
2019-12-31    291000000.0
2018-12-31    419000000.0
Name: Cash, dtype: float64","
2021-12-31    1.053700e+10
2020-12-31    6.317000e+09
2019-12-31    7.464000e+09
2018-12-31    6.750000e+09
Name: Total Current Assets, dtype: float64"
1184,MODG,,,"
2021-12-31    866025000.0
2020-12-31    391272000.0
2019-12-31    523246000.0
2018-12-31    303237000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.682902e+09
2020-12-31    6.756440e+08
2019-12-31    7.673530e+08
2018-12-31    7.245740e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.235147
2020-12-31    0.579110
2019-12-31    0.681884
2018-12-31    0.418504
dtype: float64","
2021-12-31    352221000.0
2020-12-31    366119000.0
2019-12-31    106666000.0
2018-12-31     63981000.0
Name: Cash, dtype: float64","
2021-12-31    1.165753e+09
2020-12-31    9.126270e+08
2019-12-31    7.893500e+08
2018-12-31    5.249060e+08
Name: Total Current Assets, dtype: float64"
1185,VTAGY,,0.0238,"
2022-03-31    733800000.0
2021-03-31    604900000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    5.363700e+09
2021-03-31    5.294300e+09
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.136809
2021-03-31    0.114255
dtype: float64","
2022-03-31    21700000.0
2021-03-31    22100000.0
Name: Cash, dtype: float64","
2022-03-31    660300000.0
2021-03-31    499100000.0
Name: Total Current Assets, dtype: float64"
1186,ARGUW,,,,,,,
1187,SNRHW,,,,,,,
1188,0J2E.L,,,"
2021-10-31    2.909600e+10
2020-10-31    2.622000e+10
2019-10-31    2.529300e+10
2018-10-31    2.513100e+10
Name: Total Current Liabilities, dtype: float64","
2021-10-31   -1.650000e+09
2020-10-31   -2.228000e+09
2019-10-31   -1.193000e+09
2018-10-31   -6.390000e+08
Name: Total Stockholder Equity, dtype: float64","
2021-10-31   -17.633939
2020-10-31   -11.768402
2019-10-31   -21.201174
2018-10-31   -39.328638
dtype: float64","
2021-10-31    4.299000e+09
2020-10-31    4.864000e+09
2019-10-31    4.537000e+09
2018-10-31    5.166000e+09
Name: Cash, dtype: float64","
2021-10-31    2.217000e+10
2020-10-31    2.064800e+10
2019-10-31    2.017700e+10
2018-10-31    2.138700e+10
Name: Total Current Assets, dtype: float64"
1189,AGOAF,,,"
2020-12-31    7.087192e+09
2019-12-31    7.465437e+09
2018-12-31    7.486703e+09
2017-12-31    6.506442e+09
Name: Total Current Liabilities, dtype: float64","
2020-12-31   -5.055891e+09
2019-12-31   -5.001450e+09
2018-12-31   -4.378629e+09
2017-12-31   -2.869861e+09
Name: Total Stockholder Equity, dtype: float64","
2020-12-31   -1.401769
2019-12-31   -1.492655
2018-12-31   -1.709828
2017-12-31   -2.267163
dtype: float64","
2020-12-31    162028000.0
2019-12-31    201988000.0
2018-12-31    204600000.0
2017-12-31    195870000.0
Name: Cash, dtype: float64","
2020-12-31    2.090810e+09
2019-12-31    2.686081e+09
2018-12-31    3.114430e+09
2017-12-31    5.508501e+09
Name: Total Current Assets, dtype: float64"
1190,ACV,,0.1106,,,,,
1191,TWI,-0.422960725,,"
2021-12-31    450813000.0
2020-12-31    329711000.0
2019-12-31    327153000.0
2018-12-31    375068000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    229300000.0
2020-12-31    179264000.0
2019-12-31    234851000.0
2018-12-31    279048000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.966040
2020-12-31    1.839248
2019-12-31    1.393024
2018-12-31    1.344099
dtype: float64","
2021-12-31     98108000.0
2020-12-31    117431000.0
2019-12-31     66799000.0
2018-12-31     81685000.0
Name: Cash, dtype: float64","
2021-12-31    813304000.0
2020-12-31    658599000.0
2019-12-31    651465000.0
2018-12-31    779481000.0
Name: Total Current Assets, dtype: float64"
1192,SGHL,,,"
2021-12-31    298088.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    23798.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    12.525758
dtype: float64","
2021-12-31    1170.0
Name: Cash, dtype: float64","
2021-12-31    1170.0
Name: Total Current Assets, dtype: float64"
1193,PNXGF,,0.0943,"
2021-12-31    1.977360e+11
2020-12-31    1.975020e+11
2019-12-31    1.455300e+11
2018-12-31    1.369740e+11
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.309000e+09
2020-12-31    7.531000e+09
2019-12-31    5.279000e+09
2018-12-31    5.655000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    31.341893
2020-12-31    26.225202
2019-12-31    27.567721
2018-12-31    24.221751
dtype: float64","
2021-12-31    9.112000e+09
2020-12-31    4.140000e+08
2019-12-31    2.650000e+08
2018-12-31    3.540000e+08
Name: Cash, dtype: float64","
2021-12-31    4.482200e+10
2020-12-31    3.936100e+10
2019-12-31    2.676200e+10
2018-12-31    2.613300e+10
Name: Total Current Assets, dtype: float64"
1194,AVNW,1.686001547,,"
2022-07-01    104479000.0
2021-07-02     96369000.0
2020-07-03     93970000.0
2019-06-28     82211000.0
Name: Total Current Liabilities, dtype: float64","
2022-07-01    201753000.0
2021-07-02    183335000.0
2020-07-03     68681000.0
2019-06-28     71516000.0
Name: Total Stockholder Equity, dtype: float64","
2022-07-01    0.517856
2021-07-02    0.525644
2020-07-03    1.368210
2019-06-28    1.149547
dtype: float64","
2022-07-01    36877000.0
2021-07-02    47942000.0
2020-07-03    41618000.0
2019-06-28    31946000.0
Name: Cash, dtype: float64","
2022-07-01    206401000.0
2021-07-02    170239000.0
2020-07-03    139950000.0
2019-06-28    125997000.0
Name: Total Current Assets, dtype: float64"
1195,FOSL,0.606382979,,"
2022-01-01    535647000.0
2021-01-02    558526000.0
2019-12-28    559180000.0
2018-12-29    605803000.0
Name: Total Current Liabilities, dtype: float64","
2022-01-01    463226000.0
2021-01-02    439090000.0
2019-12-28    503054000.0
2018-12-29    585543000.0
Name: Total Stockholder Equity, dtype: float64","
2022-01-01    1.156341
2021-01-02    1.272008
2019-12-28    1.111571
2018-12-29    1.034600
dtype: float64","
2022-01-01    250844000.0
2021-01-02    315965000.0
2019-12-28    200218000.0
2018-12-29    403373000.0
Name: Cash, dtype: float64","
2022-01-01    1.022755e+09
2021-01-02    9.904750e+08
2019-12-28    1.059458e+09
2018-12-29    1.258569e+09
Name: Total Current Assets, dtype: float64"
1196,BAP,12.40282686,0.0279,"
2021-12-31    1.615882e+11
2020-12-31    1.516961e+11
2019-12-31    1.315488e+11
2018-12-31    1.224664e+11
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.649677e+10
2020-12-31    2.494587e+10
2019-12-31    2.623796e+10
2018-12-31    2.383924e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.098413
2020-12-31    6.081010
2019-12-31    5.013681
2018-12-31    5.137178
dtype: float64","
2021-12-31    1.472059e+10
2020-12-31    1.421436e+10
2019-12-31    7.461894e+09
2018-12-31    4.800592e+09
Name: Cash, dtype: float64","
2021-12-31    5.582844e+10
2020-12-31    5.300136e+10
2019-12-31    4.080700e+10
2018-12-31    3.705622e+10
Name: Total Current Assets, dtype: float64"
1197,ESTE,-1.214128035,,"
2021-12-31    150615000.0
2020-12-31     55494000.0
2019-12-31    100158000.0
2018-12-31     81865000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    558494000.0
2020-12-31    344881000.0
2019-12-31    345599000.0
2018-12-31    334640000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.269681
2020-12-31    0.160908
2019-12-31    0.289810
2018-12-31    0.244636
dtype: float64","
2021-12-31     4013000.0
2020-12-31     1494000.0
2019-12-31    13822000.0
2018-12-31      376000.0
Name: Cash, dtype: float64","
2021-12-31    61415000.0
2020-12-31    34733000.0
2019-12-31    60268000.0
2018-12-31    63556000.0
Name: Total Current Assets, dtype: float64"
1198,IGD,,0.092700005,"
2022-02-28     4848031.0
2021-02-28    15036333.0
2020-02-29     3547872.0
2019-02-28     9604869.0
Name: Total Current Liabilities, dtype: float64","
2022-02-28    513111093.0
2021-02-28    571058585.0
2020-02-29    607858213.0
2019-02-28    681558476.0
Name: Total Stockholder Equity, dtype: float64","
2022-02-28    0.009448
2021-02-28    0.026331
2020-02-29    0.005837
2019-02-28    0.014093
dtype: float64","
2022-02-28    2200686.0
2021-02-28    1801521.0
2020-02-29    2391037.0
2019-02-28     672676.0
Name: Cash, dtype: float64","
2022-02-28     7755676.0
2021-02-28    12376716.0
2020-02-29     6718590.0
2019-02-28    30133495.0
Name: Total Current Assets, dtype: float64"
1199,IFF.F,2.433345851,0.034,"
2021-12-31    3.633000e+09
2020-12-31    1.904000e+09
2019-12-31    1.552190e+09
2018-12-31    1.128311e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.108200e+10
2020-12-31    6.310000e+09
2019-12-31    6.217304e+09
2018-12-31    6.032951e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.172327
2020-12-31    0.301743
2019-12-31    0.249656
2018-12-31    0.187025
dtype: float64","
2021-12-31    711000000.0
2020-12-31    650000000.0
2019-12-31    606823000.0
2018-12-31    634897000.0
Name: Cash, dtype: float64","
2021-12-31    6.987000e+09
2020-12-31    3.060000e+09
2019-12-31    2.942544e+09
2018-12-31    2.941860e+09
Name: Total Current Assets, dtype: float64"
1200,BASFY,-85.36912752,0.078200005,"
2021-12-31    2.008100e+10
2020-12-31    1.628000e+10
2019-12-31    1.660400e+10
2018-12-31    2.332900e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.079200e+10
2020-12-31    3.372800e+10
2019-12-31    4.149700e+10
2018-12-31    3.505400e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.492278
2020-12-31    0.482685
2019-12-31    0.400125
2018-12-31    0.665516
dtype: float64","
2021-12-31    2.624000e+09
2020-12-31    4.330000e+09
2019-12-31    2.427000e+09
2018-12-31    2.300000e+09
Name: Cash, dtype: float64","
2021-12-31    3.505100e+10
2020-12-31    2.986800e+10
2019-12-31    3.099000e+10
2018-12-31    4.322100e+10
Name: Total Current Assets, dtype: float64"
1201,MXL,-2.150139018,,"
2021-12-31    207395000.0
2020-12-31    233661000.0
2019-12-31     66562000.0
2018-12-31     75329000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    489198000.0
2020-12-31    391117000.0
2019-12-31    414920000.0
2018-12-31    399936000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.423949
2020-12-31    0.597420
2019-12-31    0.160421
2018-12-31    0.188353
dtype: float64","
2021-12-31    130572000.0
2020-12-31    148901000.0
2019-12-31     92708000.0
2018-12-31     73142000.0
Name: Cash, dtype: float64","
2021-12-31    404104000.0
2020-12-31    361718000.0
2019-12-31    181770000.0
2018-12-31    185373000.0
Name: Total Current Assets, dtype: float64"
1202,GDO,,0.103999995,,,,,
1203,BMYMP,,,,,,,
1204,HIFS,,0.0099,"
2021-12-31    3.023308e+09
2020-12-31    2.547480e+09
2019-12-31    2.291994e+09
2018-12-31    2.181941e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    354612000.0
2020-12-31    292943000.0
2019-12-31    247223000.0
2018-12-31    212576000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     8.525679
2020-12-31     8.696163
2019-12-31     9.270958
2018-12-31    10.264287
dtype: float64","
2021-12-31    5428000.0
2020-12-31    6798000.0
2019-12-31    9057000.0
2018-12-31    8004000.0
Name: Cash, dtype: float64","
2021-12-31    276628000.0
2020-12-31    243079000.0
2019-12-31    257073000.0
2018-12-31    300556000.0
Name: Total Current Assets, dtype: float64"
1205,9JD.F,,0.005,"
2022-01-29    1.886900e+09
2021-01-30    1.554900e+09
2020-02-01    1.240400e+09
2019-02-02    9.005000e+08
Name: Total Current Liabilities, dtype: float64","
2022-01-29    1.926000e+09
2021-01-30    1.238700e+09
2020-02-01    1.219200e+09
2019-02-02    1.008800e+09
Name: Total Stockholder Equity, dtype: float64","
2022-01-29    0.979699
2021-01-30    1.255268
2020-02-01    1.017388
2019-02-02    0.892645
dtype: float64","
2022-01-29    1.314000e+09
2021-01-30    9.644000e+08
2020-02-01    4.659000e+08
2019-02-02    2.512000e+08
Name: Cash, dtype: float64","
2022-01-29    2.676500e+09
2021-01-30    1.919300e+09
2020-02-01    1.461600e+09
2019-02-02    1.192200e+09
Name: Total Current Assets, dtype: float64"
1206,KNBE,,,"
2021-12-31    225076000.0
2020-12-31    148959000.0
2019-12-31    103172000.0
2018-12-31     62554000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    217267000.0
2020-12-31     -3159000.0
2019-12-31     -5015000.0
2018-12-31     10521000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     1.035942
2020-12-31   -47.153846
2019-12-31   -20.572682
2018-12-31     5.945633
dtype: float64","
2021-12-31    273723000.0
2020-12-31     85582000.0
2019-12-31     48864000.0
2018-12-31     44573000.0
Name: Cash, dtype: float64","
2021-12-31    356216000.0
2020-12-31    143547000.0
2019-12-31     98476000.0
2018-12-31     73882000.0
Name: Total Current Assets, dtype: float64"
1207,MFM,,0.048600003,"
2021-10-31    119646021.0
2020-10-31    115305570.0
2019-10-31      7633148.0
2018-10-31      8029244.0
Name: Total Current Liabilities, dtype: float64","
2021-10-31    303595149.0
2020-10-31    292049098.0
2019-10-31    306651725.0
2018-10-31    291194985.0
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    0.394097
2020-10-31    0.394816
2019-10-31    0.024892
2018-10-31    0.027573
dtype: float64",,"
2021-10-31    8071285.0
2020-10-31    6290368.0
2019-10-31    7842130.0
2018-10-31    7227262.0
Name: Total Current Assets, dtype: float64"
1208,DSGN,1.042510121,,"
2021-12-31    5283000.0
2020-12-31    2330000.0
2019-12-31    3731000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    382130000.0
2020-12-31    -11315000.0
2019-12-31     -3642000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.013825
2020-12-31   -0.205921
2019-12-31   -1.024437
dtype: float64","
2021-12-31    298569000.0
2020-12-31      2379000.0
2019-12-31        77000.0
Name: Cash, dtype: float64","
2021-12-31    385435000.0
2020-12-31     36233000.0
2019-12-31        90000.0
Name: Total Current Assets, dtype: float64"
1209,0R3C.L,,,"
2021-12-31    1.058250e+11
2020-12-31    1.057130e+11
2019-12-31    9.750900e+10
2018-12-31    8.963700e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.217700e+10
2020-12-31    2.298400e+10
2019-12-31    2.307100e+10
2018-12-31    2.229000e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    4.771836
2020-12-31    4.599417
2019-12-31    4.226475
2018-12-31    4.021400
dtype: float64","
2021-12-31    2.104000e+10
2020-12-31    3.226700e+10
2019-12-31    2.384500e+10
2018-12-31    2.738100e+10
Name: Cash, dtype: float64","
2021-12-31    1.640180e+11
2020-12-31    1.470730e+11
2019-12-31    1.709320e+11
2018-12-31    1.669200e+11
Name: Total Current Assets, dtype: float64"
1210,MVF,,0.048699997,"
2022-07-31    10250450.0
2021-08-31    10114712.0
2020-08-31     3385549.0
2019-08-31     3547988.0
Name: Total Current Liabilities, dtype: float64","
2022-07-31    542470432.0
2021-08-31    653754735.0
2020-08-31    622749538.0
2019-08-31    637636324.0
Name: Total Stockholder Equity, dtype: float64","
2022-07-31    0.018896
2021-08-31    0.015472
2020-08-31    0.005436
2019-08-31    0.005564
dtype: float64","
2022-07-31        NaN
2021-08-31        NaN
2020-08-31        NaN
2019-08-31    94718.0
Name: Cash, dtype: float64","
2022-07-31    29138290.0
2021-08-31    10651799.0
2020-08-31    10544484.0
2019-08-31    13340513.0
Name: Total Current Assets, dtype: float64"
1211,SXC,2.666666667,0.047399998,"
2021-12-31    182200000.0
2020-12-31    158900000.0
2019-12-31    194800000.0
2018-12-31    171100000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    498100000.0
2020-12-31    469000000.0
2019-12-31    491600000.0
2018-12-31    463100000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.365790
2020-12-31    0.338806
2019-12-31    0.396257
2018-12-31    0.369467
dtype: float64","
2021-12-31     63800000.0
2020-12-31     48400000.0
2019-12-31     97100000.0
2018-12-31    145700000.0
Name: Cash, dtype: float64","
2021-12-31    271900000.0
2020-12-31    229700000.0
2019-12-31    308300000.0
2018-12-31    335000000.0
Name: Total Current Assets, dtype: float64"
1212,SHAC,,,"
2021-12-31    425345.0
2020-12-31    187244.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -17253979.0
2020-12-31       23098.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.024652
2020-12-31    8.106503
dtype: float64","
2021-12-31    1246209.0
2020-12-31      25000.0
Name: Cash, dtype: float64","
2021-12-31    1908041.0
2020-12-31      25000.0
Name: Total Current Assets, dtype: float64"
1213,SGMR.F,1.956331878,0.0065,"
2021-12-31    2.949000e+09
2020-12-31    3.053000e+09
2019-12-31    2.064000e+09
2018-12-31    2.127000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    9.209000e+09
2020-12-31    8.448000e+09
2019-12-31    7.043000e+09
2018-12-31    7.062000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.320230
2020-12-31    0.361387
2019-12-31    0.293057
2018-12-31    0.301189
dtype: float64","
2021-12-31    3.225000e+09
2020-12-31    3.006000e+09
2019-12-31    2.597000e+09
2018-12-31    2.266000e+09
Name: Cash, dtype: float64","
2021-12-31    7.828000e+09
2020-12-31    7.610000e+09
2019-12-31    6.257000e+09
2018-12-31    5.872000e+09
Name: Total Current Assets, dtype: float64"
1214,MNSO,2.38267148,,"
2022-06-30    3.788671e+09
2021-06-30    3.482855e+09
2020-06-30    3.309643e+09
2019-06-30    3.245979e+09
Name: Total Current Liabilities, dtype: float64","
2022-06-30    7.031642e+09
2021-06-30    6.658966e+09
2020-06-30   -3.366290e+08
2019-06-30   -1.247890e+08
Name: Total Stockholder Equity, dtype: float64","
2022-06-30     0.538803
2021-06-30     0.523032
2020-06-30    -9.831723
2019-06-30   -26.011740
dtype: float64","
2022-06-30    5.348492e+09
2021-06-30    6.771653e+09
2020-06-30    2.853980e+09
2019-06-30    1.546280e+09
Name: Cash, dtype: float64","
2022-06-30    8.072562e+09
2021-06-30    9.199087e+09
2020-06-30    4.986599e+09
2019-06-30    4.511719e+09
Name: Total Current Assets, dtype: float64"
