,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
488,BC8.F,0.695898778,0.015,"
2021-12-31    1.167121e+09
2020-12-31    9.252000e+08
2019-12-31    8.131160e+08
2018-12-31    6.790670e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.353114e+09
2020-12-31    1.162029e+09
2019-12-31    1.014842e+09
2018-12-31    8.832040e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.862544
2020-12-31    0.796194
2019-12-31    0.801224
2018-12-31    0.768868
dtype: float64","
2021-12-31    431751000.0
2020-12-31    363171000.0
2019-12-31    272197000.0
2018-12-31    245379000.0
Name: Cash, dtype: float64","
2021-12-31    2.035569e+09
2020-12-31    1.728226e+09
2019-12-31    1.548296e+09
2018-12-31    1.367906e+09
Name: Total Current Assets, dtype: float64"
489,BGNE,0.739114526,,"
2021-12-31    1.599555e+09
2020-12-31    1.075199e+09
2019-12-31    3.103120e+08
2018-12-31    2.464520e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.242987e+09
2020-12-31    3.869243e+09
2019-12-31    9.622050e+08
2018-12-31    1.739202e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.256216
2020-12-31    0.277884
2019-12-31    0.322501
2018-12-31    0.141704
dtype: float64","
2021-12-31    4.375678e+09
2020-12-31    1.381950e+09
2019-12-31    6.180110e+08
2018-12-31    7.129370e+08
Name: Cash, dtype: float64","
2021-12-31    7.613880e+09
2020-12-31    4.960690e+09
2019-12-31    1.172696e+09
2018-12-31    1.943842e+09
Name: Total Current Assets, dtype: float64"
490,PBBGF,,,"
2021-12-31    2.746000e+10
2020-12-31    2.930900e+10
2019-12-31    3.341600e+10
2018-12-31    3.545900e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.422000e+09
2020-12-31    3.294000e+09
2019-12-31    3.236000e+09
2018-12-31    3.257000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     8.024547
2020-12-31     8.897693
2019-12-31    10.326329
2018-12-31    10.887013
dtype: float64",,"
2021-12-31    8.804000e+09
2020-12-31    8.441000e+09
2019-12-31    6.383000e+09
2018-12-31    7.266000e+09
Name: Total Current Assets, dtype: float64"
491,CERE,0.909090909,,"
2021-12-31    42538000.0
2020-12-31    29548000.0
2019-12-31    14876000.0
2018-12-31     2589000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    578729000.0
2020-12-31    384520000.0
2019-12-31     77823000.0
2018-12-31    -77376000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.073502
2020-12-31    0.076844
2019-12-31    0.191152
2018-12-31   -0.033460
dtype: float64","
2021-12-31    193018000.0
2020-12-31    383623000.0
2019-12-31     79551000.0
2018-12-31     95443000.0
Name: Cash, dtype: float64","
2021-12-31    578017000.0
2020-12-31    390560000.0
2019-12-31     87077000.0
2018-12-31     96159000.0
Name: Total Current Assets, dtype: float64"
492,PAX,1.159874608,0.0515,"
2021-12-31    156226000.0
2020-12-31     44044000.0
2019-12-31     19041000.0
2018-12-31     22157000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    564285000.0
2020-12-31     57315000.0
2019-12-31     81157000.0
2018-12-31     71617000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.276857
2020-12-31    0.768455
2019-12-31    0.234619
2018-12-31    0.309382
dtype: float64","
2021-12-31    15264000.0
2020-12-31    14052000.0
2019-12-31     4120000.0
2018-12-31     2346000.0
Name: Cash, dtype: float64","
2021-12-31    352322000.0
2020-12-31     53675000.0
2019-12-31     56822000.0
2018-12-31     59082000.0
Name: Total Current Assets, dtype: float64"
493,FOLD,0.383536015,,"
2021-12-31    145975000.0
2020-12-31    129676000.0
2019-12-31    128812000.0
2018-12-31     86125000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    307369000.0
2020-12-31    286380000.0
2019-12-31    476425000.0
2018-12-31    342912000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.474918
2020-12-31    0.452811
2019-12-31    0.270372
2018-12-31    0.251158
dtype: float64","
2021-12-31    245197000.0
2020-12-31    163240000.0
2019-12-31    142837000.0
2018-12-31     79749000.0
Name: Cash, dtype: float64","
2021-12-31    596834000.0
2020-12-31    579469000.0
2019-12-31    520073000.0
2018-12-31    551096000.0
Name: Total Current Assets, dtype: float64"
494,GIPRW,,,,,,,
495,AMWD,1.913107875,,"
2022-04-30    216228000.0
2021-04-30    220447000.0
2020-04-30    155606000.0
2019-04-30    149590000.0
Name: Total Current Liabilities, dtype: float64","
2022-04-30    772883000.0
2021-04-30    756238000.0
2020-04-30    700538000.0
2019-04-30    620353000.0
Name: Total Stockholder Equity, dtype: float64","
2022-04-30    0.279768
2021-04-30    0.291505
2020-04-30    0.222124
2019-04-30    0.241137
dtype: float64","
2022-04-30    22325000.0
2021-04-30    91071000.0
2020-04-30    97059000.0
2019-04-30    57656000.0
Name: Cash, dtype: float64","
2022-04-30    428657000.0
2021-04-30    409965000.0
2020-04-30    325172000.0
2019-04-30    306035000.0
Name: Total Current Assets, dtype: float64"
496,ASGN,1.485714286,,"
2021-12-31    450900000.0
2020-12-31    416200000.0
2019-12-31    340900000.0
2018-12-31    308200000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.865400e+09
2020-12-31    1.587100e+09
2019-12-31    1.376200e+09
2018-12-31    1.182100e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.241718
2020-12-31    0.262239
2019-12-31    0.247711
2018-12-31    0.260722
dtype: float64","
2021-12-31    529600000.0
2020-12-31    274400000.0
2019-12-31     95200000.0
2018-12-31     41800000.0
Name: Cash, dtype: float64","
2021-12-31    1.309400e+09
2020-12-31    9.944000e+08
2019-12-31    7.915000e+08
2018-12-31    6.863000e+08
Name: Total Current Assets, dtype: float64"
497,0KS6.L,,,"
2021-12-31    2.309315e+09
2020-12-31    1.923249e+09
2019-12-31    1.794269e+09
2018-12-31    1.750278e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    7.489515e+09
2020-12-31    6.569989e+09
2019-12-31    5.458180e+09
2018-12-31    4.817782e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.308340
2020-12-31    0.292732
2019-12-31    0.328730
2018-12-31    0.363295
dtype: float64","
2021-12-31    1.779088e+09
2020-12-31    2.582205e+09
2019-12-31    1.217913e+09
2018-12-31    1.110088e+09
Name: Cash, dtype: float64","
2021-12-31    1.273159e+10
2020-12-31    1.165420e+10
2019-12-31    1.014766e+10
2018-12-31    9.592647e+09
Name: Total Current Assets, dtype: float64"
498,FREA.F,,0.0419,"
2021-12-31    1.506200e+10
2020-12-31    1.311300e+10
2019-12-31    1.393600e+10
2018-12-31    1.327500e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.899800e+10
2020-12-31    1.694900e+10
2019-12-31    1.677800e+10
2018-12-31    1.541100e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.792820
2020-12-31    0.773674
2019-12-31    0.830612
2018-12-31    0.861398
dtype: float64","
2021-12-31    2.764000e+09
2020-12-31    1.837000e+09
2019-12-31    1.654000e+09
2018-12-31    2.709000e+09
Name: Cash, dtype: float64","
2021-12-31    1.746100e+10
2020-12-31    1.577200e+10
2019-12-31    1.526400e+10
2018-12-31    1.479000e+10
Name: Total Current Assets, dtype: float64"
499,AKX.F,1.901989326,,"
2021-12-31    778492000.0
2020-12-31    728825000.0
2019-12-31    695140000.0
2018-12-31    524767000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.484048e+09
2020-12-31    4.097872e+09
2019-12-31    3.453379e+09
2018-12-31    2.649547e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.173614
2020-12-31    0.177855
2019-12-31    0.201293
2018-12-31    0.198059
dtype: float64","
2021-12-31    667667000.0
2020-12-31    912672000.0
2019-12-31    872094000.0
2018-12-31    777139000.0
Name: Cash, dtype: float64","
2021-12-31    1.638574e+09
2020-12-31    1.719237e+09
2019-12-31    1.555480e+09
2018-12-31    1.311177e+09
Name: Total Current Assets, dtype: float64"
500,AVIR,-6.762820513,,"
2021-12-31     56883000.0
2020-12-31    315795000.0
2019-12-31      2435000.0
2018-12-31      1760000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    710077000.0
2020-12-31    547801000.0
2019-12-31    -49571000.0
2018-12-31    -36161000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.080108
2020-12-31    0.576478
2019-12-31   -0.049121
2018-12-31   -0.048671
dtype: float64","
2021-12-31    764375000.0
2020-12-31    850117000.0
2019-12-31     21661000.0
2018-12-31     34492000.0
Name: Cash, dtype: float64","
2021-12-31    772403000.0
2020-12-31    863477000.0
2019-12-31     21910000.0
2018-12-31     34698000.0
Name: Total Current Assets, dtype: float64"
501,RDNT,-2.294520548,,"
2021-12-31    374784000.0
2020-12-31    398114000.0
2019-12-31    327428000.0
2018-12-31    239517000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    228904000.0
2020-12-31    165743000.0
2019-12-31    151685000.0
2018-12-31    127184000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.637298
2020-12-31    2.401996
2019-12-31    2.158605
2018-12-31    1.883232
dtype: float64","
2021-12-31    134606000.0
2020-12-31    102018000.0
2019-12-31     40165000.0
2018-12-31     10389000.0
Name: Cash, dtype: float64","
2021-12-31    324264000.0
2020-12-31    270424000.0
2019-12-31    241174000.0
2018-12-31    208690000.0
Name: Total Current Assets, dtype: float64"
502,MCRI,2.363869315,,"
2021-12-31    141178000.0
2020-12-31    109444000.0
2019-12-31     79465000.0
2018-12-31     59445000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    448014000.0
2020-12-31    368067000.0
2019-12-31    341201000.0
2018-12-31    301182000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.315120
2020-12-31    0.297348
2019-12-31    0.232898
2018-12-31    0.197372
dtype: float64","
2021-12-31    33526000.0
2020-12-31    28310000.0
2019-12-31    60539000.0
2018-12-31    30462000.0
Name: Cash, dtype: float64","
2021-12-31    84064000.0
2020-12-31    73156000.0
2019-12-31    79155000.0
2018-12-31    46681000.0
Name: Total Current Assets, dtype: float64"
503,NDA1.F,,0.0296,"
2021-09-30    1.932782e+09
2020-09-30    1.471527e+09
2019-09-30    1.198127e+09
2018-09-30    1.212860e+09
Name: Total Current Liabilities, dtype: float64","
2021-09-30    3.442180e+09
2020-09-30    2.850439e+09
2019-09-30    2.597241e+09
2018-09-30    2.565772e+09
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.561499
2020-09-30    0.516246
2019-09-30    0.461308
2018-09-30    0.472708
dtype: float64","
2021-09-30    942435000.0
2020-09-30    481064000.0
2019-09-30    441461000.0
2018-09-30    461045000.0
Name: Cash, dtype: float64","
2021-09-30    4.600749e+09
2020-09-30    3.584929e+09
2019-09-30    2.936608e+09
2018-09-30    3.117013e+09
Name: Total Current Assets, dtype: float64"
504,SOVO,9.577464789,,"
2021-12-25     92325000.0
2020-12-26    100089000.0
2019-12-28     61431000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-25    509487000.0
2020-12-26    596701000.0
2019-12-28    583997000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-25    0.181212
2020-12-26    0.167737
2019-12-28    0.105191
dtype: float64","
2021-12-25    66154000.0
2020-12-26    37026000.0
2019-12-28    30681000.0
Name: Cash, dtype: float64","
2021-12-25    195183000.0
2020-12-26    149479000.0
2019-12-28    105757000.0
Name: Total Current Assets, dtype: float64"
505,PPBI,2.406926407,0.0376,"
2021-12-31    1.780085e+10
2020-12-31    1.634290e+10
2019-12-31    9.452459e+09
2018-12-31    9.382896e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.886311e+09
2020-12-31    2.746649e+09
2019-12-31    2.012594e+09
2018-12-31    1.969697e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.167337
2020-12-31    5.950124
2019-12-31    4.696655
2018-12-31    4.763624
dtype: float64","
2021-12-31    304703000.0
2020-12-31    880766000.0
2019-12-31    326850000.0
2018-12-31    203406000.0
Name: Cash, dtype: float64","
2021-12-31    408605000.0
2020-12-31    978553000.0
2019-12-31    373216000.0
2018-12-31    254946000.0
Name: Total Current Assets, dtype: float64"
506,SVFA,,,"
2021-12-31    3106517.0
2020-12-31     723300.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -59053373.0
2020-12-31     -105020.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.052605
2020-12-31   -6.887260
dtype: float64","
2021-12-31    957030.0
2020-12-31         NaN
Name: Cash, dtype: float64","
2021-12-31    2132536.0
2020-12-31      12945.0
Name: Total Current Assets, dtype: float64"
507,TWOA,,,"
2021-12-31    224899.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -6297080.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.035715
dtype: float64","
2021-12-31    983362.0
Name: Cash, dtype: float64","
2021-12-31    1395387.0
Name: Total Current Assets, dtype: float64"
508,EBA.F,1.297754447,0.0226,"
2021-12-31    4.622000e+09
2020-12-31    4.002000e+09
2019-12-31    4.066000e+09
2018-12-31    4.454000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    9.778000e+09
2020-12-31    3.561000e+09
2019-12-31    2.870000e+09
2018-12-31    6.281000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.472694
2020-12-31    1.123842
2019-12-31    1.416725
2018-12-31    0.709123
dtype: float64","
2021-12-31    1.379000e+09
2020-12-31    1.101000e+09
2019-12-31    9.010000e+08
2018-12-31    2.202000e+09
Name: Cash, dtype: float64","
2021-12-31    9.111000e+09
2020-12-31    7.190000e+09
2019-12-31    4.706000e+09
2018-12-31    7.126000e+09
Name: Total Current Assets, dtype: float64"
509,IBDRY,,0.048,"
2021-12-31    2.435400e+10
2020-12-31    1.793100e+10
2019-12-31    1.913100e+10
2018-12-31    1.611644e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.047900e+10
2020-12-31    3.541200e+10
2019-12-31    3.767800e+10
2018-12-31    3.658220e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.601645
2020-12-31    0.506354
2019-12-31    0.507750
2018-12-31    0.440554
dtype: float64","
2021-12-31    4.033000e+09
2020-12-31    3.427000e+09
2019-12-31    2.113000e+09
2018-12-31    2.801157e+09
Name: Cash, dtype: float64","
2021-12-31    2.238300e+10
2020-12-31    1.497200e+10
2019-12-31    1.355800e+10
2018-12-31    1.334238e+10
Name: Total Current Assets, dtype: float64"
510,LPX,1.042600897,0.0152,"
2021-12-31    351000000.0
2020-12-31    286000000.0
2019-12-31    244000000.0
2018-12-31    262000000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.235000e+09
2020-12-31    1.234000e+09
2019-12-31    9.910000e+08
2018-12-31    1.700000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.284211
2020-12-31    0.231767
2019-12-31    0.246216
2018-12-31    0.154118
dtype: float64","
2021-12-31    358000000.0
2020-12-31    535000000.0
2019-12-31    181000000.0
2018-12-31    878000000.0
Name: Cash, dtype: float64","
2021-12-31    8.900000e+08
2020-12-31    9.930000e+08
2019-12-31    6.190000e+08
2018-12-31    1.287000e+09
Name: Total Current Assets, dtype: float64"
511,BATRK,1.45751634,,"
2021-12-31    136000000.0
2020-12-31    173000000.0
2019-12-31    188000000.0
2018-12-31     84000000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    296000000.0
2020-12-31    291000000.0
2019-12-31    378000000.0
2018-12-31    446000000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.459459
2020-12-31    0.594502
2019-12-31    0.497354
2018-12-31    0.188341
dtype: float64","
2021-12-31    142000000.0
2020-12-31    151000000.0
2019-12-31    142000000.0
2018-12-31    107000000.0
Name: Cash, dtype: float64","
2021-12-31    330000000.0
2020-12-31    244000000.0
2019-12-31    267000000.0
2018-12-31    257000000.0
Name: Total Current Assets, dtype: float64"
512,3BAA.F,,0.10520001,"
2022-06-30    1.707600e+09
2021-06-30    1.486000e+09
2020-06-30    1.465800e+09
2019-06-30    1.865100e+09
Name: Total Current Liabilities, dtype: float64","
2022-06-30    5.630500e+09
2021-06-30    5.451000e+09
2020-06-30    4.838900e+09
2019-06-30    4.862100e+09
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.303277
2021-06-30    0.272611
2020-06-30    0.302920
2019-06-30    0.383600
dtype: float64","
2022-06-30    1.352700e+09
2021-06-30    1.518600e+09
2020-06-30    6.198000e+08
2019-06-30    1.136000e+09
Name: Cash, dtype: float64","
2022-06-30    6.891200e+09
2021-06-30    6.343700e+09
2020-06-30    5.733700e+09
2019-06-30    6.185100e+09
Name: Total Current Assets, dtype: float64"
513,BNGOW,,,,,,,
514,RHE,,,"
2021-12-31    15245000.0
2020-12-31     5237000.0
2019-12-31     6312000.0
2018-12-31    10462000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -52027000.0
2020-12-31   -51319000.0
2019-12-31   -50680000.0
2018-12-31   -56272000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.293021
2020-12-31   -0.102048
2019-12-31   -0.124546
2018-12-31   -0.185918
dtype: float64","
2021-12-31    6792000.0
2020-12-31    4186000.0
2019-12-31    4383000.0
2018-12-31    2407000.0
Name: Cash, dtype: float64","
2021-12-31    12815000.0
2020-12-31    10364000.0
2019-12-31    10090000.0
2018-12-31    11148000.0
Name: Total Current Assets, dtype: float64"
515,UCBIO,,0.0733,"
2021-12-31    1.844330e+10
2020-12-31    1.541624e+10
2019-12-31    1.104216e+10
2018-12-31    1.083701e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.125823e+09
2020-12-31    1.911108e+09
2019-12-31    1.635692e+09
2018-12-31    1.457554e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    8.675839
2020-12-31    8.066648
2019-12-31    6.750759
2018-12-31    7.435065
dtype: float64","
2021-12-31    2.318510e+09
2020-12-31    1.608619e+09
2019-12-31    5.152060e+08
2018-12-31    3.205650e+08
Name: Cash, dtype: float64","
2021-12-31    2.448141e+09
2020-12-31    1.849037e+09
2019-12-31    6.418330e+08
2018-12-31    4.237230e+08
Name: Total Current Assets, dtype: float64"
516,FTCI,-0.144312394,,"
2021-12-31    93248000.0
2020-12-31    59809000.0
2019-12-31    33724000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    142866000.0
2020-12-31      7451000.0
2019-12-31     -8445000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.652696
2020-12-31    8.026976
2019-12-31   -3.993369
dtype: float64","
2021-12-31    102185000.0
2020-12-31     32359000.0
2019-12-31      7221000.0
Name: Cash, dtype: float64","
2021-12-31    235779000.0
2020-12-31     65717000.0
2019-12-31     30636000.0
Name: Total Current Assets, dtype: float64"
517,BPAC,,,"
2021-12-31    2067645.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -22539708.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.091733
dtype: float64","
2021-12-31    2504134.0
Name: Cash, dtype: float64","
2021-12-31    3121937.0
Name: Total Current Assets, dtype: float64"
518,GUT,,0.0872,"
2021-12-31     1752539.0
2020-12-31     1287007.0
2019-12-31    14119635.0
2018-12-31     2270966.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    277297330.0
2020-12-31    226260572.0
2019-12-31    273293140.0
2018-12-31    247116780.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.006320
2020-12-31    0.005688
2019-12-31    0.051665
2018-12-31    0.009190
dtype: float64","
2021-12-31       1544.0
2020-12-31     179937.0
2019-12-31      12992.0
2018-12-31    2144200.0
Name: Cash, dtype: float64","
2021-12-31      794253.0
2020-12-31     1014280.0
2019-12-31    16939598.0
2018-12-31     4969107.0
Name: Total Current Assets, dtype: float64"
519,NWBI,1.204678363,0.0563,"
2021-12-31    1.247990e+10
2020-12-31    1.179361e+10
2019-12-31    8.866168e+09
2018-12-31    8.135757e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.583571e+09
2020-12-31    1.538703e+09
2019-12-31    1.353285e+09
2018-12-31    1.257638e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    7.880859
2020-12-31    7.664645
2019-12-31    6.551590
2018-12-31    6.469077
dtype: float64","
2021-12-31    1.279259e+09
2020-12-31    7.362770e+08
2019-12-31    6.084600e+07
2018-12-31    6.878900e+07
Name: Cash, dtype: float64","
2021-12-31    1.364096e+09
2020-12-31    8.942820e+08
2019-12-31    1.168530e+08
2018-12-31    1.022220e+08
Name: Total Current Assets, dtype: float64"
520,SCCF,,,,,,,
521,SVTRF,,0.0529,"
2022-03-31    1.059100e+09
2021-03-31    1.078400e+09
2020-03-31    1.072300e+09
2019-03-31    7.352000e+08
Name: Total Current Liabilities, dtype: float64","
2022-03-31    1.263900e+09
2021-03-31    1.138700e+09
2020-03-31    1.243700e+09
2019-03-31    1.164100e+09
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.837962
2021-03-31    0.947045
2020-03-31    0.862185
2019-03-31    0.631561
dtype: float64","
2022-03-31    115400000.0
2021-03-31     56200000.0
2020-03-31     48600000.0
2019-03-31     41000000.0
Name: Cash, dtype: float64","
2022-03-31    787600000.0
2021-03-31    606000000.0
2020-03-31    642300000.0
2019-03-31    575400000.0
Name: Total Current Assets, dtype: float64"
522,VRTX,1.205795444,,"
2021-12-31    2.142000e+09
2020-12-31    1.877500e+09
2019-12-31    1.334827e+09
2018-12-31    1.120292e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.010000e+10
2020-12-31    8.686800e+09
2019-12-31    6.085244e+09
2018-12-31    4.435203e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.212079
2020-12-31    0.216133
2019-12-31    0.219355
2018-12-31    0.252591
dtype: float64","
2021-12-31    6.795000e+09
2020-12-31    5.988200e+09
2019-12-31    3.109322e+09
2018-12-31    2.650134e+09
Name: Cash, dtype: float64","
2021-12-31    9.560600e+09
2020-12-31    8.133400e+09
2019-12-31    4.822829e+09
2018-12-31    3.843109e+09
Name: Total Current Assets, dtype: float64"
523,BHP,0.741818182,0.1303,"
2022-06-30    1.691900e+10
2021-06-30    1.640300e+10
2020-06-30    1.482400e+10
2019-06-30    1.233900e+10
Name: Total Current Liabilities, dtype: float64","
2022-06-30    4.495700e+10
2021-06-30    5.126400e+10
2020-06-30    4.786500e+10
2019-06-30    4.724000e+10
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.376337
2021-06-30    0.319971
2020-06-30    0.309704
2019-06-30    0.261198
dtype: float64","
2022-06-30    1.723600e+10
2021-06-30    1.524600e+10
2020-06-30    1.342600e+10
2019-06-30    1.561300e+10
Name: Cash, dtype: float64","
2022-06-30    2.866400e+10
2021-06-30    2.669300e+10
2020-06-30    2.147100e+10
2019-06-30    2.337300e+10
Name: Total Current Assets, dtype: float64"
524,LEO,,0.060100004,"
2021-09-30    198826095.0
2020-09-30    223691124.0
2019-09-30    248274126.0
2018-09-30    231529043.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    542341726.0
2020-09-30    520677354.0
2019-09-30    539929852.0
2018-09-30    514879610.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.366607
2020-09-30    0.429616
2019-09-30    0.459827
2018-09-30    0.449676
dtype: float64","
2021-09-30    799060.0
2020-09-30    531593.0
2019-09-30    574234.0
2018-09-30     39016.0
Name: Cash, dtype: float64","
2021-09-30    10892126.0
2020-09-30    11599333.0
2019-09-30    12324695.0
2018-09-30    12881768.0
Name: Total Current Assets, dtype: float64"
525,DSKE,27.5,,"
2021-12-31    212200000.0
2020-12-31    190700000.0
2019-12-31    219800000.0
2018-12-31    193900000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    111000000.0
2020-12-31     73800000.0
2019-12-31     69500000.0
2018-12-31    382000000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.911712
2020-12-31    2.584011
2019-12-31    3.162590
2018-12-31    0.507592
dtype: float64","
2021-12-31    147500000.0
2020-12-31    176200000.0
2019-12-31     95700000.0
2018-12-31     46000000.0
Name: Cash, dtype: float64","
2021-12-31    350100000.0
2020-12-31    365100000.0
2019-12-31    327100000.0
2018-12-31    308100000.0
Name: Total Current Assets, dtype: float64"
526,OPHC,,,"
2021-12-31    292851000.0
2020-12-31    190901000.0
2019-12-31    102575000.0
2018-12-31     84287000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    38510000.0
2020-12-31    17834000.0
2019-12-31     7207000.0
2018-12-31     5306000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     7.604544
2020-12-31    10.704329
2019-12-31    14.232690
2018-12-31    15.885224
dtype: float64","
2021-12-31    58970000.0
2020-12-31    54629000.0
2019-12-31     8934000.0
2018-12-31     7983000.0
Name: Cash, dtype: float64","
2021-12-31    59941000.0
2020-12-31    55965000.0
2019-12-31     9366000.0
2018-12-31     8297000.0
Name: Total Current Assets, dtype: float64"
527,SSSSL,,,,,,,
528,FORG,0.251419303,,"
2021-12-31    100714000.0
2020-12-31     79031000.0
2019-12-31     59440000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    336126000.0
2020-12-31   -190178000.0
2019-12-31   -150502000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.299632
2020-12-31   -0.415563
2019-12-31   -0.394945
dtype: float64","
2021-12-31    128381000.0
2020-12-31     99953000.0
2019-12-31     28698000.0
Name: Cash, dtype: float64","
2021-12-31    463705000.0
2020-12-31    156217000.0
2019-12-31     81396000.0
Name: Total Current Assets, dtype: float64"
529,0HE6.L,,,"
2021-12-31    1.900600e+10
2020-12-31    1.656900e+10
2019-12-31    1.831100e+10
2018-12-31    1.809600e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -7.340000e+09
2020-12-31   -6.867000e+09
2019-12-31   -1.180000e+08
2018-12-31   -1.690000e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     -2.589373
2020-12-31     -2.412844
2019-12-31   -155.177966
2018-12-31   -107.076923
dtype: float64","
2021-12-31    273000000.0
2020-12-31    245000000.0
2019-12-31    280000000.0
2018-12-31    275000000.0
Name: Cash, dtype: float64","
2021-12-31    1.733600e+10
2020-12-31    1.109500e+10
2019-12-31    8.206000e+09
2018-12-31    8.637000e+09
Name: Total Current Assets, dtype: float64"
530,HBT,0.893300248,0.0339,"
2021-12-31    3.808818e+09
2020-12-31    3.193088e+09
2019-12-31    2.830606e+09
2018-12-31    2.845239e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    411881000.0
2020-12-31    363917000.0
2019-12-31    332918000.0
2018-12-31    340396000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    9.247375
2020-12-31    8.774220
2019-12-31    8.502412
2018-12-31    8.358615
dtype: float64","
2021-12-31    409268000.0
2020-12-31    312451000.0
2019-12-31    260871000.0
2018-12-31    164842000.0
Name: Cash, dtype: float64","
2021-12-31    443028000.0
2020-12-31    361068000.0
2019-12-31    316563000.0
2018-12-31    218760000.0
Name: Total Current Assets, dtype: float64"
